snapshot_date,product_id,product_name,category,supplier,opening_stock,receipts,units_sold,shrinkage,closing_stock,reorder_point,days_of_cover,stock_status
2025-08-31,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,152,13,4,1,160,34,1200.0,Overstock
2025-08-31,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,94,12,4,2,100,19,750.0,Overstock
2025-08-31,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,141,3,3,2,3,29,30.0,Low Stock
2025-08-31,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,130,22,6,2,144,32,720.0,Overstock
2025-08-31,SKU-1031,Notebook,Office,Brightline Wholesale,32,19,3,0,48,23,480.0,Healthy
2025-08-31,SKU-1032,Notebook,Office,Brightline Wholesale,81,8,2,0,87,27,870.0,Healthy
2025-08-31,SKU-1033,Gel Pen Set,Office,Aster Distribution,58,21,8,1,114,19,427.5,Overstock
2025-08-31,SKU-1034,Gel Pen Set,Office,Aster Distribution,89,1,2,0,5,23,50.0,Low Stock
2025-08-31,SKU-1035,Monitor Stand,Office,Brightline Wholesale,59,30,15,0,74,18,148.0,Overstock
2025-08-31,SKU-1036,Monitor Stand,Office,Nova Supply Co.,78,9,13,0,74,28,170.8,Healthy
2025-08-31,SKU-1037,Desk Organizer,Office,Nova Supply Co.,69,8,7,0,70,14,300.0,Overstock
2025-08-31,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,100,12,1,0,111,30,1110.0,Healthy
2025-08-31,SKU-1039,Office Chair,Office,Nova Supply Co.,14,23,3,0,34,12,340.0,Healthy
2025-08-31,SKU-1040,Office Chair,Office,Brightline Wholesale,41,5,4,1,41,19,307.5,Healthy
2025-08-31,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,59,20,2,1,76,26,760.0,Healthy
2025-08-31,SKU-1042,Face Cleanser,Beauty,Peak Imports,51,15,5,2,59,16,354.0,Healthy
2025-08-31,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,100,7,1,2,104,27,1040.0,Healthy
2025-08-31,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,72,17,1,0,88,18,880.0,Overstock
2025-08-31,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,32,10,0,0,42,26,420.0,Healthy
2025-08-31,SKU-1046,Moisturizer,Beauty,Peak Imports,59,22,2,1,78,21,780.0,Healthy
2025-08-31,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,36,23,4,1,104,18,780.0,Overstock
2025-08-31,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,57,12,2,0,1,15,10.0,Low Stock
2025-08-31,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,60,6,3,1,62,33,620.0,Healthy
2025-08-31,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,85,21,3,0,103,18,1030.0,Overstock
2025-08-31,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,41,12,8,1,44,24,165.0,Healthy
2025-08-31,SKU-1052,Yoga Mat,Sports,Peak Imports,27,14,0,0,41,27,410.0,Healthy
2025-08-31,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,34,19,9,0,44,28,146.7,Healthy
2025-08-31,SKU-1054,Resistance Bands,Sports,Peak Imports,90,14,2,0,102,26,1020.0,Healthy
2025-08-31,SKU-1055,Resistance Bands,Sports,Aster Distribution,39,19,3,0,1,15,10.0,Low Stock
2025-08-31,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,46,18,12,1,5,22,12.5,Low Stock
2025-08-31,SKU-1057,Water Bottle,Sports,Nova Supply Co.,40,55,34,0,61,26,53.8,Healthy
2025-08-31,SKU-1058,Water Bottle,Sports,Aster Distribution,97,14,2,3,106,34,1060.0,Healthy
2025-08-31,SKU-1059,Water Bottle,Sports,Brightline Wholesale,59,0,2,0,57,18,570.0,Healthy
2025-08-31,SKU-1060,Running Belt,Sports,Nova Supply Co.,62,0,2,2,58,14,580.0,Overstock
2025-08-31,SKU-1061,Running Belt,Sports,Aster Distribution,49,42,19,0,72,14,113.7,Overstock
2025-08-31,SKU-1062,Running Belt,Sports,Nova Supply Co.,71,4,1,3,72,19,720.0,Healthy
2025-08-31,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,133,7,2,1,128,28,1280.0,Overstock
2025-08-31,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,50,10,9,0,51,33,170.0,Healthy
2025-08-31,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,43,24,4,1,62,32,465.0,Healthy
2025-09-30,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,58,24,4,2,76,21,570.0,Healthy
2025-09-30,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,94,9,10,2,91,24,273.0,Healthy
2025-09-30,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,52,18,3,0,67,23,670.0,Healthy
2025-09-30,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,77,0,4,1,72,16,540.0,Overstock
2025-09-30,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,95,17,14,1,97,24,207.9,Overstock
2025-09-30,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,136,4,10,0,130,32,390.0,Overstock
2025-09-30,SKU-1007,Power Bank,Electronics,Nova Supply Co.,47,6,5,1,1,15,6.0,Low Stock
2025-09-30,SKU-1008,Power Bank,Electronics,Peak Imports,94,7,3,2,96,22,960.0,Overstock
2025-09-30,SKU-1009,Power Bank,Electronics,Nova Supply Co.,70,14,12,1,71,20,177.5,Healthy
2025-09-30,SKU-1010,USB-C Hub,Electronics,Peak Imports,72,53,20,0,105,29,157.5,Healthy
2025-09-30,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,44,30,8,0,66,21,247.5,Healthy
2025-09-30,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,30,10,10,0,30,30,90.0,Healthy
2025-09-30,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,28,11,0,0,39,19,390.0,Healthy
2025-09-30,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,46,8,9,2,43,15,143.3,Healthy
2025-09-30,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,33,3,8,1,92,29,345.0,Healthy
2025-09-30,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,150,24,10,1,163,32,489.0,Overstock
2025-09-30,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,149,11,0,1,159,31,1590.0,Overstock
2025-09-30,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,124,31,7,2,146,29,625.7,Overstock
2025-09-30,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,116,43,14,1,144,24,308.6,Overstock
2025-09-30,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,73,4,4,0,73,17,547.5,Overstock
2025-09-30,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,42,16,4,2,52,31,390.0,Healthy
2025-09-30,SKU-1022,Blender,Home & Kitchen,Peak Imports,88,16,5,0,99,25,594.0,Healthy
2025-09-30,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,92,0,0,2,90,25,900.0,Healthy
2025-09-30,SKU-1024,Blender,Home & Kitchen,Aster Distribution,33,23,4,1,51,18,382.5,Healthy
2025-09-30,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,33,9,6,0,36,30,180.0,Healthy
2025-09-30,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,75,39,11,1,102,21,278.2,Overstock
2025-09-30,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,111,0,1,0,110,34,1100.0,Healthy
2025-09-30,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,23,4,8,0,4,19,15.0,Low Stock
2025-09-30,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,92,5,1,1,160,29,1600.0,Overstock
2025-09-30,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,84,35,10,2,140,32,420.0,Overstock
2025-09-30,SKU-1031,Notebook,Office,Brightline Wholesale,76,12,3,0,85,23,850.0,Healthy
2025-09-30,SKU-1032,Notebook,Office,Brightline Wholesale,46,21,1,0,66,27,660.0,Healthy
2025-09-30,SKU-1033,Gel Pen Set,Office,Aster Distribution,40,6,0,0,68,19,680.0,Healthy
2025-09-30,SKU-1034,Gel Pen Set,Office,Aster Distribution,90,6,3,1,92,23,920.0,Healthy
2025-09-30,SKU-1035,Monitor Stand,Office,Brightline Wholesale,64,31,20,0,75,18,112.5,Overstock
2025-09-30,SKU-1036,Monitor Stand,Office,Nova Supply Co.,58,21,15,0,6,28,12.0,Low Stock
2025-09-30,SKU-1037,Desk Organizer,Office,Nova Supply Co.,67,16,5,0,78,14,468.0,Overstock
2025-09-30,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,62,25,4,1,82,30,615.0,Healthy
2025-09-30,SKU-1039,Office Chair,Office,Nova Supply Co.,43,21,1,0,63,12,630.0,Overstock
2025-09-30,SKU-1040,Office Chair,Office,Brightline Wholesale,91,14,3,1,101,19,1010.0,Overstock
2025-09-30,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,40,26,4,0,62,26,465.0,Healthy
2025-09-30,SKU-1042,Face Cleanser,Beauty,Peak Imports,77,29,9,1,96,16,320.0,Overstock
2025-09-30,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,77,31,6,1,101,27,505.0,Healthy
2025-09-30,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,58,24,5,0,77,18,462.0,Overstock
2025-09-30,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,42,3,0,0,45,26,450.0,Healthy
2025-09-30,SKU-1046,Moisturizer,Beauty,Peak Imports,66,9,1,1,73,21,730.0,Healthy
2025-09-30,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,70,6,0,0,76,18,760.0,Overstock
2025-09-30,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,45,8,7,1,45,15,192.9,Healthy
2025-09-30,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,47,1,5,2,41,33,246.0,Healthy
2025-09-30,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,25,9,8,0,26,18,97.5,Healthy
2025-09-30,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,86,13,0,0,99,24,990.0,Overstock
2025-09-30,SKU-1052,Yoga Mat,Sports,Peak Imports,115,2,2,1,114,27,1140.0,Overstock
2025-09-30,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,96,30,23,0,103,28,134.3,Healthy
2025-09-30,SKU-1054,Resistance Bands,Sports,Peak Imports,64,25,6,0,83,26,415.0,Healthy
2025-09-30,SKU-1055,Resistance Bands,Sports,Aster Distribution,52,23,4,0,71,15,532.5,Overstock
2025-09-30,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,104,35,13,1,125,22,288.5,Overstock
2025-09-30,SKU-1057,Water Bottle,Sports,Nova Supply Co.,96,40,11,0,125,26,340.9,Overstock
2025-09-30,SKU-1058,Water Bottle,Sports,Aster Distribution,53,13,2,0,64,34,640.0,Healthy
2025-09-30,SKU-1059,Water Bottle,Sports,Brightline Wholesale,56,28,7,0,77,18,330.0,Overstock
2025-09-30,SKU-1060,Running Belt,Sports,Nova Supply Co.,31,12,2,0,41,14,410.0,Healthy
2025-09-30,SKU-1061,Running Belt,Sports,Aster Distribution,24,10,4,0,30,14,225.0,Healthy
2025-09-30,SKU-1062,Running Belt,Sports,Nova Supply Co.,48,13,4,0,0,19,0.0,Stockout
2025-09-30,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,111,26,5,2,1,28,6.0,Low Stock
2025-09-30,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,117,21,6,0,132,33,660.0,Healthy
2025-09-30,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,135,11,3,2,141,32,1410.0,Overstock
2025-10-31,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,52,27,4,0,75,21,562.5,Healthy
2025-10-31,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,88,28,9,1,106,24,353.3,Overstock
2025-10-31,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,96,20,2,2,112,23,1120.0,Overstock
2025-10-31,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,16,0,1,0,15,16,150.0,Low Stock
2025-10-31,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,118,18,4,0,167,24,1252.5,Overstock
2025-10-31,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,102,21,9,0,114,32,380.0,Healthy
2025-10-31,SKU-1007,Power Bank,Electronics,Nova Supply Co.,19,10,14,0,15,15,32.1,Healthy
2025-10-31,SKU-1008,Power Bank,Electronics,Peak Imports,97,4,11,3,87,22,237.3,Healthy
2025-10-31,SKU-1009,Power Bank,Electronics,Nova Supply Co.,99,15,4,0,110,20,825.0,Overstock
2025-10-31,SKU-1010,USB-C Hub,Electronics,Peak Imports,132,6,12,1,125,29,312.5,Overstock
2025-10-31,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,31,18,3,0,0,21,0.0,Stockout
2025-10-31,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,94,28,19,0,103,30,162.6,Healthy
2025-10-31,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,64,8,0,2,70,19,700.0,Healthy
2025-10-31,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,29,25,7,0,47,15,201.4,Healthy
2025-10-31,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,51,2,5,2,46,29,276.0,Healthy
2025-10-31,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,122,5,1,3,123,32,1230.0,Healthy
2025-10-31,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,129,6,0,0,135,31,1350.0,Overstock
2025-10-31,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,133,17,8,0,142,29,532.5,Overstock
2025-10-31,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,37,15,12,1,39,24,97.5,Healthy
2025-10-31,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,81,18,4,0,95,17,712.5,Overstock
2025-10-31,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,53,27,5,0,7,31,42.0,Low Stock
2025-10-31,SKU-1022,Blender,Home & Kitchen,Peak Imports,100,18,3,0,115,25,1150.0,Overstock
2025-10-31,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,70,17,2,1,84,25,840.0,Healthy
2025-10-31,SKU-1024,Blender,Home & Kitchen,Aster Distribution,33,3,9,0,27,18,90.0,Healthy
2025-10-31,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,111,23,6,0,128,30,640.0,Overstock
2025-10-31,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,102,16,8,1,109,21,408.8,Overstock
2025-10-31,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,93,17,8,1,101,34,378.8,Healthy
2025-10-31,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,59,8,3,1,63,19,630.0,Healthy
2025-10-31,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,45,14,4,2,53,29,397.5,Healthy
2025-10-31,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,56,23,3,1,75,32,750.0,Healthy
2025-10-31,SKU-1031,Notebook,Office,Brightline Wholesale,74,7,6,1,100,23,500.0,Overstock
2025-10-31,SKU-1032,Notebook,Office,Brightline Wholesale,29,22,3,2,46,27,460.0,Healthy
2025-10-31,SKU-1033,Gel Pen Set,Office,Aster Distribution,61,3,6,0,58,19,290.0,Healthy
2025-10-31,SKU-1034,Gel Pen Set,Office,Aster Distribution,96,23,3,2,157,23,1570.0,Overstock
2025-10-31,SKU-1035,Monitor Stand,Office,Brightline Wholesale,22,38,13,0,47,18,108.5,Healthy
2025-10-31,SKU-1036,Monitor Stand,Office,Nova Supply Co.,61,41,14,1,87,28,186.4,Healthy
2025-10-31,SKU-1037,Desk Organizer,Office,Nova Supply Co.,26,29,5,0,50,14,300.0,Healthy
2025-10-31,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,129,16,7,1,137,30,587.1,Overstock
2025-10-31,SKU-1039,Office Chair,Office,Nova Supply Co.,44,16,2,0,58,12,580.0,Overstock
2025-10-31,SKU-1040,Office Chair,Office,Brightline Wholesale,27,5,1,0,31,19,310.0,Healthy
2025-10-31,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,91,27,4,1,81,26,607.5,Healthy
2025-10-31,SKU-1042,Face Cleanser,Beauty,Peak Imports,65,10,5,0,70,16,420.0,Overstock
2025-10-31,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,127,14,0,2,139,27,1390.0,Overstock
2025-10-31,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,51,19,5,1,64,18,384.0,Healthy
2025-10-31,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,43,12,2,0,53,26,530.0,Healthy
2025-10-31,SKU-1046,Moisturizer,Beauty,Peak Imports,98,7,3,1,101,21,1010.0,Overstock
2025-10-31,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,51,11,2,0,60,18,600.0,Healthy
2025-10-31,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,39,27,4,1,1,15,7.5,Low Stock
2025-10-31,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,91,15,2,1,103,33,1030.0,Healthy
2025-10-31,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,60,4,6,0,58,18,290.0,Healthy
2025-10-31,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,116,4,0,1,119,24,1190.0,Overstock
2025-10-31,SKU-1052,Yoga Mat,Sports,Peak Imports,84,22,7,0,99,27,424.3,Healthy
2025-10-31,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,54,28,13,0,4,28,9.2,Low Stock
2025-10-31,SKU-1054,Resistance Bands,Sports,Peak Imports,59,6,2,0,63,26,630.0,Healthy
2025-10-31,SKU-1055,Resistance Bands,Sports,Aster Distribution,68,16,2,0,82,15,820.0,Overstock
2025-10-31,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,41,11,12,1,76,22,190.0,Healthy
2025-10-31,SKU-1057,Water Bottle,Sports,Nova Supply Co.,82,22,17,0,87,26,153.5,Healthy
2025-10-31,SKU-1058,Water Bottle,Sports,Aster Distribution,63,14,0,0,1,34,10.0,Low Stock
2025-10-31,SKU-1059,Water Bottle,Sports,Brightline Wholesale,72,13,2,1,82,18,820.0,Overstock
2025-10-31,SKU-1060,Running Belt,Sports,Nova Supply Co.,60,11,2,0,69,14,690.0,Overstock
2025-10-31,SKU-1061,Running Belt,Sports,Aster Distribution,69,36,15,0,90,14,180.0,Overstock
2025-10-31,SKU-1062,Running Belt,Sports,Nova Supply Co.,78,20,6,1,91,19,455.0,Overstock
2025-10-31,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,76,7,5,1,77,28,462.0,Healthy
2025-10-31,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,64,25,4,1,84,33,630.0,Healthy
2025-10-31,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,57,15,9,0,63,32,210.0,Healthy
2025-11-30,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,96,6,5,1,96,21,576.0,Overstock
2025-11-30,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,62,37,11,0,88,24,240.0,Healthy
2025-11-30,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,35,20,8,0,47,23,176.2,Healthy
2025-11-30,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,45,0,0,0,45,16,450.0,Healthy
2025-11-30,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,62,22,6,1,106,24,530.0,Overstock
2025-11-30,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,93,2,3,1,91,32,910.0,Healthy
2025-11-30,SKU-1007,Power Bank,Electronics,Nova Supply Co.,54,11,11,0,54,15,147.3,Healthy
2025-11-30,SKU-1008,Power Bank,Electronics,Peak Imports,36,20,4,0,52,22,390.0,Healthy
2025-11-30,SKU-1009,Power Bank,Electronics,Nova Supply Co.,40,37,11,1,0,20,0.0,Stockout
2025-11-30,SKU-1010,USB-C Hub,Electronics,Peak Imports,91,50,16,2,123,29,230.6,Overstock
2025-11-30,SKU-1011,USB-C Hub,Electronics,Urban Source Ltd.,71,18,8,1,80,21,300.0,Healthy
2025-11-30,SKU-1012,USB-C Hub,Electronics,Nova Supply Co.,122,38,18,1,141,30,235.0,Overstock
2025-11-30,SKU-1013,Mechanical Keyboard,Electronics,Nova Supply Co.,64,13,1,0,76,19,760.0,Healthy
2025-11-30,SKU-1014,Mechanical Keyboard,Electronics,Nova Supply Co.,70,22,10,0,64,15,192.0,Overstock
2025-11-30,SKU-1015,Mechanical Keyboard,Electronics,Aster Distribution,107,9,2,1,113,29,1130.0,Healthy
2025-11-30,SKU-1016,Air Fryer,Home & Kitchen,Aster Distribution,114,25,5,1,133,32,798.0,Overstock
2025-11-30,SKU-1017,Air Fryer,Home & Kitchen,Peak Imports,130,26,4,0,152,31,1140.0,Overstock
2025-11-30,SKU-1018,Air Fryer,Home & Kitchen,Peak Imports,142,34,8,0,168,29,630.0,Overstock
2025-11-30,SKU-1019,Electric Kettle,Home & Kitchen,Nova Supply Co.,102,25,13,1,113,24,260.8,Overstock
2025-11-30,SKU-1020,Electric Kettle,Home & Kitchen,Peak Imports,60,11,0,0,71,17,710.0,Overstock
2025-11-30,SKU-1021,Electric Kettle,Home & Kitchen,Aster Distribution,78,16,1,2,91,31,910.0,Healthy
2025-11-30,SKU-1022,Blender,Home & Kitchen,Peak Imports,98,6,3,4,97,25,970.0,Healthy
2025-11-30,SKU-1023,Blender,Home & Kitchen,Urban Source Ltd.,107,18,8,1,116,25,435.0,Overstock
2025-11-30,SKU-1024,Blender,Home & Kitchen,Aster Distribution,22,23,20,1,24,18,36.0,Healthy
2025-11-30,SKU-1025,Desk Lamp,Home & Kitchen,Urban Source Ltd.,50,25,3,0,72,30,720.0,Healthy
2025-11-30,SKU-1026,Desk Lamp,Home & Kitchen,Peak Imports,26,27,11,0,42,21,114.5,Healthy
2025-11-30,SKU-1027,Desk Lamp,Home & Kitchen,Brightline Wholesale,45,1,2,2,42,34,420.0,Healthy
2025-11-30,SKU-1028,Storage Box,Home & Kitchen,Nova Supply Co.,46,4,8,1,41,19,153.8,Healthy
2025-11-30,SKU-1029,Storage Box,Home & Kitchen,Aster Distribution,136,16,6,0,5,29,25.0,Low Stock
2025-11-30,SKU-1030,Storage Box,Home & Kitchen,Urban Source Ltd.,59,16,12,1,62,32,155.0,Healthy
2025-11-30,SKU-1031,Notebook,Office,Brightline Wholesale,99,28,9,0,118,23,393.3,Overstock
2025-11-30,SKU-1032,Notebook,Office,Brightline Wholesale,122,5,1,0,126,27,1260.0,Overstock
2025-11-30,SKU-1033,Gel Pen Set,Office,Aster Distribution,52,28,5,1,74,19,444.0,Healthy
2025-11-30,SKU-1034,Gel Pen Set,Office,Aster Distribution,109,7,2,1,113,23,1130.0,Overstock
2025-11-30,SKU-1035,Monitor Stand,Office,Brightline Wholesale,84,49,15,1,117,18,234.0,Overstock
2025-11-30,SKU-1036,Monitor Stand,Office,Nova Supply Co.,112,29,17,0,124,28,218.8,Overstock
2025-11-30,SKU-1037,Desk Organizer,Office,Nova Supply Co.,16,12,4,0,24,14,180.0,Healthy
2025-11-30,SKU-1038,Desk Organizer,Office,Urban Source Ltd.,135,17,3,1,148,30,1480.0,Overstock
2025-11-30,SKU-1039,Office Chair,Office,Nova Supply Co.,58,6,0,3,61,12,610.0,Overstock
2025-11-30,SKU-1040,Office Chair,Office,Brightline Wholesale,60,20,4,1,1,19,7.5,Low Stock
2025-11-30,SKU-1041,Face Cleanser,Beauty,Brightline Wholesale,115,9,7,2,165,26,707.1,Overstock
2025-11-30,SKU-1042,Face Cleanser,Beauty,Peak Imports,29,1,6,0,24,16,120.0,Healthy
2025-11-30,SKU-1043,Sunscreen,Beauty,Brightline Wholesale,57,20,2,1,74,27,740.0,Healthy
2025-11-30,SKU-1044,Sunscreen,Beauty,Nova Supply Co.,60,10,5,0,65,18,390.0,Healthy
2025-11-30,SKU-1045,Moisturizer,Beauty,Urban Source Ltd.,109,9,0,2,116,26,1160.0,Overstock
2025-11-30,SKU-1046,Moisturizer,Beauty,Peak Imports,85,20,7,0,98,21,420.0,Overstock
2025-11-30,SKU-1047,Hair Dryer,Beauty,Nova Supply Co.,26,1,0,0,0,18,0.0,Stockout
2025-11-30,SKU-1048,Hair Dryer,Beauty,Urban Source Ltd.,68,15,3,2,78,15,780.0,Overstock
2025-11-30,SKU-1049,Makeup Brush Set,Beauty,Nova Supply Co.,144,13,2,3,152,33,1520.0,Overstock
2025-11-30,SKU-1050,Makeup Brush Set,Beauty,Peak Imports,86,23,7,2,100,18,428.6,Overstock
2025-11-30,SKU-1051,Yoga Mat,Sports,Brightline Wholesale,25,3,1,0,27,24,270.0,Healthy
2025-11-30,SKU-1052,Yoga Mat,Sports,Peak Imports,101,21,1,0,121,27,1210.0,Overstock
2025-11-30,SKU-1053,Yoga Mat,Sports,Brightline Wholesale,121,2,10,1,112,28,336.0,Healthy
2025-11-30,SKU-1054,Resistance Bands,Sports,Peak Imports,93,8,0,0,101,26,1010.0,Healthy
2025-11-30,SKU-1055,Resistance Bands,Sports,Aster Distribution,36,7,3,1,39,15,390.0,Healthy
2025-11-30,SKU-1056,Resistance Bands,Sports,Nova Supply Co.,104,28,14,1,117,22,250.7,Overstock
2025-11-30,SKU-1057,Water Bottle,Sports,Nova Supply Co.,115,43,35,4,4,26,3.4,Low Stock
2025-11-30,SKU-1058,Water Bottle,Sports,Aster Distribution,50,5,1,0,54,34,540.0,Healthy
2025-11-30,SKU-1059,Water Bottle,Sports,Brightline Wholesale,23,4,2,1,4,18,40.0,Low Stock
2025-11-30,SKU-1060,Running Belt,Sports,Nova Supply Co.,62,31,8,0,85,14,318.8,Overstock
2025-11-30,SKU-1061,Running Belt,Sports,Aster Distribution,28,27,26,0,29,14,33.5,Healthy
2025-11-30,SKU-1062,Running Belt,Sports,Nova Supply Co.,87,15,1,3,98,19,980.0,Overstock
2025-11-30,SKU-1063,Dumbbell Set,Sports,Urban Source Ltd.,78,6,0,1,83,28,830.0,Healthy
2025-11-30,SKU-1064,Dumbbell Set,Sports,Brightline Wholesale,150,7,6,5,146,33,730.0,Overstock
2025-11-30,SKU-1065,Dumbbell Set,Sports,Urban Source Ltd.,129,23,2,2,148,32,1480.0,Overstock
2025-12-31,SKU-1001,Bluetooth Speaker,Electronics,Nova Supply Co.,45,7,7,1,44,21,188.6,Healthy
2025-12-31,SKU-1002,Bluetooth Speaker,Electronics,Nova Supply Co.,109,41,16,1,133,24,249.4,Overstock
2025-12-31,SKU-1003,Bluetooth Speaker,Electronics,Brightline Wholesale,33,11,4,0,40,23,300.0,Healthy
2025-12-31,SKU-1004,Wireless Earbuds,Electronics,Aster Distribution,26,29,9,0,46,16,153.3,Healthy
2025-12-31,SKU-1005,Wireless Earbuds,Electronics,Aster Distribution,75,11,13,0,73,24,168.5,Healthy
2025-12-31,SKU-1006,Wireless Earbuds,Electronics,Aster Distribution,71,4,8,0,67,32,251.2,Healthy
2025-12-31,SKU-1007,Power Bank,Electronics,Nova Supply Co.,46,36,14,2,66,15,141.4,Overstock
2025-12-31,SKU-1008,Power Bank,Electronics,Peak Imports,30,7,6,0,31,22,155.0,Healthy
