order_id,order_date,product_id,product_name,variant,category,supplier,sales_channel,region,payment_method,quantity,unit_price,discount_pct,gross_sales,net_sales,cost,profit,month,week,margin_pct
ORD-501325,2025-01-20,SKU-1015,Mechanical Keyboard,Pro,Electronics,Aster Distribution,Online,Jakarta,E-Wallet,1,110.43,0.1,110.43,99.39,80.89,18.5,2025-01,2025-01-20/2025-01-26,0.18613542609920514
ORD-501326,2025-04-14,SKU-1047,Hair Dryer,Standard,Beauty,Nova Supply Co.,Online,Yogyakarta,Card,1,52.4,0.1,52.4,47.16,41.75,5.41,2025-04,2025-04-14/2025-04-20,0.11471586089906702
ORD-501327,2025-12-03,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Retail Store,Bandung,Card,1,8.32,0.15,8.32,7.07,4.59,2.48,2025-12,2025-12-01/2025-12-07,0.3507779349363508
ORD-501328,2025-03-24,SKU-1048,Hair Dryer,Premium,Beauty,Urban Source Ltd.,Marketplace,Makassar,E-Wallet,3,35.46,0.15,106.38,90.42,59.31,31.11,2025-03,2025-03-24/2025-03-30,0.3440610484406105
ORD-501329,2025-10-19,SKU-1065,Dumbbell Set,Pro,Sports,Urban Source Ltd.,Online,Jakarta,E-Wallet,1,18.33,0.0,18.33,18.33,10.76,7.57,2025-10,2025-10-13/2025-10-19,0.4129841789416258
ORD-501330,2025-05-27,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Marketplace,Bandung,E-Wallet,1,30.37,0.0,30.37,30.37,19.3,11.07,2025-05,2025-05-26/2025-06-01,0.3645044451761607
ORD-501331,2025-06-04,SKU-1027,Desk Lamp,Pro,Home & Kitchen,Brightline Wholesale,Online,Semarang,Card,2,72.16,0.1,144.32,129.89,86.66,43.23,2025-06,2025-06-02/2025-06-08,0.33282007852798523
ORD-501332,2025-05-07,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Retail Store,Surabaya,E-Wallet,1,33.1,0.1,33.1,29.79,18.31,11.48,2025-05,2025-05-05/2025-05-11,0.38536421617992617
ORD-501333,2025-06-17,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Online,Semarang,Bank Transfer,1,106.42,0.15,106.42,90.46,74.24,16.22,2025-06,2025-06-16/2025-06-22,0.17930577050630112
ORD-501334,2025-01-08,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Online,Makassar,E-Wallet,1,33.1,0.05,33.1,31.44,18.31,13.13,2025-01,2025-01-06/2025-01-12,0.4176208651399491
ORD-501335,2025-04-03,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Online,Medan,Card,3,61.43,0.0,184.29,184.29,101.1,83.19,2025-04,2025-03-31/2025-04-06,0.45140810678821425
ORD-501336,2025-06-22,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Online,Bandung,Bank Transfer,2,33.1,0.0,66.2,66.2,36.62,29.58,2025-06,2025-06-16/2025-06-22,0.4468277945619335
ORD-501337,2025-11-25,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Marketplace,Yogyakarta,E-Wallet,1,61.43,0.0,61.43,61.43,33.7,27.73,2025-11,2025-11-24/2025-11-30,0.45140810678821425
ORD-501338,2025-12-11,SKU-1050,Makeup Brush Set,Premium,Beauty,Peak Imports,Retail Store,Surabaya,Bank Transfer,1,37.2,0.1,37.2,33.48,25.93,7.55,2025-12,2025-12-08/2025-12-14,0.22550776583034648
ORD-501339,2025-11-27,SKU-1018,Air Fryer,Pro,Home & Kitchen,Peak Imports,Online,Jakarta,E-Wallet,3,12.8,0.0,38.4,38.4,23.04,15.36,2025-11,2025-11-24/2025-11-30,0.4
ORD-501340,2025-08-26,SKU-1020,Electric Kettle,Premium,Home & Kitchen,Peak Imports,Online,Medan,Bank Transfer,4,73.42,0.0,293.68,293.68,229.32,64.36,2025-08,2025-08-25/2025-08-31,0.2191500953418687
ORD-501341,2025-04-09,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Marketplace,Jakarta,Cash,1,102.99,0.2,102.99,82.39,60.73,21.66,2025-04,2025-04-07/2025-04-13,0.26289598252215074
ORD-501342,2025-01-10,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Online,Jakarta,Card,1,110.05,0.0,110.05,110.05,87.34,22.71,2025-01,2025-01-06/2025-01-12,0.20636074511585645
ORD-501343,2025-06-19,SKU-1030,Storage Box,Pro,Home & Kitchen,Urban Source Ltd.,Retail Store,Surabaya,Card,2,61.88,0.15,123.76,105.2,95.9,9.3,2025-06,2025-06-16/2025-06-22,0.08840304182509506
ORD-501344,2025-02-14,SKU-1060,Running Belt,Standard,Sports,Nova Supply Co.,Online,Jakarta,Card,1,84.42,0.0,84.42,84.42,48.15,36.27,2025-02,2025-02-10/2025-02-16,0.42963752665245203
ORD-501345,2025-01-26,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Online,Yogyakarta,E-Wallet,2,61.43,0.0,122.86,122.86,67.4,55.46,2025-01,2025-01-20/2025-01-26,0.45140810678821425
ORD-501346,2025-11-05,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Marketplace,Semarang,E-Wallet,3,66.9,0.0,200.7,200.7,138.18,62.52,2025-11,2025-11-03/2025-11-09,0.31150971599402094
ORD-501347,2025-02-20,SKU-1008,Power Bank,Premium,Electronics,Peak Imports,Wholesale,Yogyakarta,E-Wallet,2,64.8,0.0,129.6,129.6,71.04,58.56,2025-02,2025-02-17/2025-02-23,0.4518518518518519
ORD-501348,2025-05-20,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Jakarta,E-Wallet,1,84.19,0.15,84.19,71.56,57.93,13.63,2025-05,2025-05-19/2025-05-25,0.19046953605366126
ORD-501349,2025-08-07,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Retail Store,Bandung,Card,1,61.43,0.05,61.43,58.36,33.7,24.66,2025-08,2025-08-04/2025-08-10,0.42254969156956823
ORD-501350,2025-06-09,SKU-1043,Sunscreen,Standard,Beauty,Brightline Wholesale,Marketplace,Surabaya,Card,1,26.13,0.05,26.13,24.82,20.37,4.45,2025-06,2025-06-09/2025-06-15,0.17929089443996776
ORD-501351,2025-04-08,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Jakarta,Card,1,158.85,0.1,158.85,142.96,110.27,32.69,2025-04,2025-04-07/2025-04-13,0.22866536094012307
ORD-501352,2025-08-10,SKU-1063,Dumbbell Set,Standard,Sports,Urban Source Ltd.,Online,Jakarta,Cash,2,37.4,0.05,74.8,71.06,59.36,11.7,2025-08,2025-08-04/2025-08-10,0.1646495918941739
ORD-501353,2025-08-11,SKU-1029,Storage Box,Premium,Home & Kitchen,Aster Distribution,Retail Store,Bandung,E-Wallet,1,14.45,0.0,14.45,14.45,11.48,2.97,2025-08,2025-08-11/2025-08-17,0.2055363321799308
ORD-501354,2025-10-01,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Marketplace,Surabaya,Bank Transfer,1,33.1,0.0,33.1,33.1,18.31,14.79,2025-10,2025-09-29/2025-10-05,0.4468277945619335
ORD-501355,2025-09-29,SKU-1054,Resistance Bands,Standard,Sports,Peak Imports,Online,Jakarta,Card,4,67.42,0.0,269.68,269.68,213.0,56.68,2025-09,2025-09-29/2025-10-05,0.21017502224859091
ORD-501356,2025-09-10,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Retail Store,Yogyakarta,E-Wallet,1,106.42,0.0,106.42,106.42,74.24,32.18,2025-09,2025-09-08/2025-09-14,0.3023867694042473
ORD-501357,2025-07-20,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Wholesale,Bandung,E-Wallet,1,106.42,0.1,106.42,95.78,74.24,21.54,2025-07,2025-07-14/2025-07-20,0.22489037377323032
ORD-501358,2025-01-07,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Online,Yogyakarta,E-Wallet,1,33.1,0.0,33.1,33.1,18.31,14.79,2025-01,2025-01-06/2025-01-12,0.4468277945619335
ORD-501359,2025-04-22,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Online,Bandung,Card,1,106.42,0.0,106.42,106.42,74.24,32.18,2025-04,2025-04-21/2025-04-27,0.3023867694042473
ORD-501360,2025-01-04,SKU-1007,Power Bank,Standard,Electronics,Nova Supply Co.,Online,Bandung,Cash,1,127.25,0.15,127.25,108.16,81.84,26.32,2025-01,2024-12-30/2025-01-05,0.2433431952662722
ORD-501361,2025-12-10,SKU-1055,Resistance Bands,Premium,Sports,Aster Distribution,Retail Store,Yogyakarta,Bank Transfer,2,26.5,0.0,53.0,53.0,42.9,10.1,2025-12,2025-12-08/2025-12-14,0.19056603773584904
ORD-501362,2025-03-31,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Retail Store,Medan,Bank Transfer,1,21.51,0.05,21.51,20.43,17.37,3.06,2025-03,2025-03-31/2025-04-06,0.14977973568281938
ORD-501363,2025-05-16,SKU-1042,Face Cleanser,Premium,Beauty,Peak Imports,Wholesale,Medan,Bank Transfer,1,31.12,0.15,31.12,26.45,25.16,1.29,2025-05,2025-05-12/2025-05-18,0.048771266540642726
ORD-501364,2025-03-15,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Retail Store,Yogyakarta,E-Wallet,1,30.37,0.0,30.37,30.37,19.3,11.07,2025-03,2025-03-10/2025-03-16,0.3645044451761607
ORD-501365,2025-12-05,SKU-1024,Blender,Pro,Home & Kitchen,Aster Distribution,Marketplace,Medan,Card,1,59.17,0.0,59.17,59.17,44.96,14.21,2025-12,2025-12-01/2025-12-07,0.24015548419807337
ORD-501366,2025-09-14,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Jakarta,E-Wallet,1,158.85,0.0,158.85,158.85,110.27,48.58,2025-09,2025-09-08/2025-09-14,0.3058231035568146
ORD-501367,2025-04-20,SKU-1018,Air Fryer,Pro,Home & Kitchen,Peak Imports,Wholesale,Semarang,Card,1,12.8,0.2,12.8,10.24,7.68,2.56,2025-04,2025-04-14/2025-04-20,0.25
ORD-501368,2025-01-10,SKU-1032,Notebook,Premium,Office,Brightline Wholesale,Online,Yogyakarta,E-Wallet,1,86.3,0.0,86.3,86.3,63.48,22.82,2025-01,2025-01-06/2025-01-12,0.2644264194669757
ORD-501369,2025-02-18,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Yogyakarta,Card,1,30.37,0.0,30.37,30.37,19.3,11.07,2025-02,2025-02-17/2025-02-23,0.3645044451761607
ORD-501370,2025-08-07,SKU-1008,Power Bank,Premium,Electronics,Peak Imports,Online,Semarang,Bank Transfer,2,64.8,0.0,129.6,129.6,71.04,58.56,2025-08,2025-08-04/2025-08-10,0.4518518518518519
ORD-501371,2025-09-20,SKU-1028,Storage Box,Standard,Home & Kitchen,Nova Supply Co.,Online,Yogyakarta,E-Wallet,1,55.89,0.15,55.89,47.51,33.09,14.42,2025-09,2025-09-15/2025-09-21,0.3035150494632709
ORD-501372,2025-09-19,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Online,Yogyakarta,Card,1,88.16,0.05,88.16,83.75,53.02,30.73,2025-09,2025-09-15/2025-09-21,0.3669253731343284
ORD-501373,2025-08-23,SKU-1026,Desk Lamp,Premium,Home & Kitchen,Peak Imports,Wholesale,Semarang,Cash,2,42.39,0.0,84.78,84.78,62.56,22.22,2025-08,2025-08-18/2025-08-24,0.2620901155933003
ORD-501374,2025-09-07,SKU-1040,Office Chair,Premium,Office,Brightline Wholesale,Marketplace,Jakarta,Bank Transfer,2,159.4,0.05,318.8,302.86,222.84,80.02,2025-09,2025-09-01/2025-09-07,0.2642144885425609
ORD-501375,2025-01-15,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Retail Store,Jakarta,Card,3,84.19,0.15,252.57,214.68,173.79,40.89,2025-01,2025-01-13/2025-01-19,0.19046953605366126
ORD-501376,2025-10-28,SKU-1028,Storage Box,Standard,Home & Kitchen,Nova Supply Co.,Online,Medan,Card,1,55.89,0.0,55.89,55.89,33.09,22.8,2025-10,2025-10-27/2025-11-02,0.4079441760601181
ORD-501377,2025-03-12,SKU-1027,Desk Lamp,Pro,Home & Kitchen,Brightline Wholesale,Online,Yogyakarta,Bank Transfer,1,72.16,0.0,72.16,72.16,43.33,28.83,2025-03,2025-03-10/2025-03-16,0.3995288248337029
ORD-501378,2025-11-22,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Marketplace,Medan,Bank Transfer,2,8.32,0.05,16.64,15.81,9.18,6.63,2025-11,2025-11-17/2025-11-23,0.4193548387096774
ORD-501379,2025-06-25,SKU-1027,Desk Lamp,Pro,Home & Kitchen,Brightline Wholesale,Marketplace,Jakarta,E-Wallet,1,72.16,0.0,72.16,72.16,43.33,28.83,2025-06,2025-06-23/2025-06-29,0.3995288248337029
ORD-501380,2025-12-24,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Marketplace,Surabaya,Cash,2,158.85,0.15,317.7,270.04,220.54,49.5,2025-12,2025-12-22/2025-12-28,0.183306176862687
ORD-501381,2025-11-19,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Retail Store,Yogyakarta,E-Wallet,2,158.85,0.15,317.7,270.04,220.54,49.5,2025-11,2025-11-17/2025-11-23,0.183306176862687
ORD-501382,2025-04-24,SKU-1026,Desk Lamp,Premium,Home & Kitchen,Peak Imports,Wholesale,Yogyakarta,Card,1,42.39,0.0,42.39,42.39,31.28,11.11,2025-04,2025-04-21/2025-04-27,0.2620901155933003
ORD-501383,2025-05-24,SKU-1025,Desk Lamp,Standard,Home & Kitchen,Urban Source Ltd.,Online,Medan,Card,1,104.17,0.0,104.17,104.17,78.6,25.57,2025-05,2025-05-19/2025-05-25,0.2454641451473553
ORD-501384,2025-06-02,SKU-1050,Makeup Brush Set,Premium,Beauty,Peak Imports,Retail Store,Surabaya,E-Wallet,1,37.2,0.1,37.2,33.48,25.93,7.55,2025-06,2025-06-02/2025-06-08,0.22550776583034648
ORD-501385,2025-07-19,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Marketplace,Bandung,Bank Transfer,1,30.37,0.2,30.37,24.3,19.3,5.0,2025-07,2025-07-14/2025-07-20,0.205761316872428
ORD-501386,2025-07-18,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Online,Yogyakarta,Bank Transfer,2,61.43,0.0,122.86,122.86,67.4,55.46,2025-07,2025-07-14/2025-07-20,0.45140810678821425
ORD-501387,2025-04-16,SKU-1003,Bluetooth Speaker,Pro,Electronics,Brightline Wholesale,Marketplace,Semarang,Card,1,118.47,0.0,118.47,118.47,71.07,47.4,2025-04,2025-04-14/2025-04-20,0.40010129146619394
ORD-501388,2025-08-07,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Medan,E-Wallet,1,158.85,0.05,158.85,150.91,110.27,40.64,2025-08,2025-08-04/2025-08-10,0.26929958253263536
ORD-501389,2025-02-11,SKU-1014,Mechanical Keyboard,Premium,Electronics,Nova Supply Co.,Marketplace,Jakarta,E-Wallet,2,106.42,0.15,212.84,180.91,148.48,32.43,2025-02,2025-02-10/2025-02-16,0.1792604057266044
ORD-501390,2025-09-10,SKU-1005,Wireless Earbuds,Premium,Electronics,Aster Distribution,Online,Surabaya,E-Wallet,2,102.99,0.15,205.98,175.08,121.46,53.62,2025-09,2025-09-08/2025-09-14,0.30625999543066024
ORD-501391,2025-04-14,SKU-1002,Bluetooth Speaker,Premium,Electronics,Nova Supply Co.,Online,Surabaya,Card,1,110.05,0.15,110.05,93.54,87.34,6.2,2025-04,2025-04-14/2025-04-20,0.06628180457558264
ORD-501392,2025-05-31,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Marketplace,Bandung,Bank Transfer,1,88.16,0.15,88.16,74.94,53.02,21.92,2025-05,2025-05-26/2025-06-01,0.29250066720042706
ORD-501393,2025-05-12,SKU-1024,Blender,Pro,Home & Kitchen,Aster Distribution,Online,Jakarta,Card,1,59.17,0.05,59.17,56.21,44.96,11.25,2025-05,2025-05-12/2025-05-18,0.20014232342999466
ORD-501394,2025-06-23,SKU-1064,Dumbbell Set,Premium,Sports,Brightline Wholesale,Marketplace,Jakarta,Card,1,28.95,0.0,28.95,28.95,16.15,12.8,2025-06,2025-06-23/2025-06-29,0.4421416234887738
ORD-501395,2025-10-31,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Jakarta,E-Wallet,2,84.19,0.0,168.38,168.38,115.86,52.52,2025-10,2025-10-27/2025-11-02,0.31191352892267493
ORD-501396,2025-05-25,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Jakarta,Cash,1,158.85,0.1,158.85,142.96,110.27,32.69,2025-05,2025-05-19/2025-05-25,0.22866536094012307
ORD-501397,2025-02-01,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Online,Makassar,Card,2,8.32,0.15,16.64,14.14,9.18,4.96,2025-02,2025-01-27/2025-02-02,0.3507779349363508
ORD-501398,2025-07-04,SKU-1019,Electric Kettle,Standard,Home & Kitchen,Nova Supply Co.,Marketplace,Yogyakarta,Bank Transfer,2,88.16,0.05,176.32,167.5,106.04,61.46,2025-07,2025-06-30/2025-07-06,0.3669253731343284
ORD-501399,2025-02-22,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Marketplace,Semarang,Bank Transfer,1,30.37,0.05,30.37,28.85,19.3,9.55,2025-02,2025-02-17/2025-02-23,0.3310225303292894
ORD-501400,2025-08-19,SKU-1025,Desk Lamp,Standard,Home & Kitchen,Urban Source Ltd.,Online,Medan,E-Wallet,1,104.17,0.05,104.17,98.96,78.6,20.36,2025-08,2025-08-18/2025-08-24,0.20573969280517382
ORD-501401,2025-11-05,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Semarang,Card,1,30.37,0.0,30.37,30.37,19.3,11.07,2025-11,2025-11-03/2025-11-09,0.3645044451761607
ORD-501402,2025-05-19,SKU-1009,Power Bank,Pro,Electronics,Nova Supply Co.,Retail Store,Surabaya,E-Wallet,1,120.75,0.0,120.75,120.75,92.43,28.32,2025-05,2025-05-19/2025-05-25,0.23453416149068324
ORD-501403,2025-02-07,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Online,Bandung,E-Wallet,1,23.78,0.0,23.78,23.78,18.47,5.31,2025-02,2025-02-03/2025-02-09,0.22329688814129517
ORD-501404,2025-02-08,SKU-1064,Dumbbell Set,Premium,Sports,Brightline Wholesale,Marketplace,Yogyakarta,Card,1,28.95,0.15,28.95,24.61,16.15,8.46,2025-02,2025-02-03/2025-02-09,0.34376269809020726
ORD-501405,2025-04-28,SKU-1035,Monitor Stand,Standard,Office,Brightline Wholesale,Online,Jakarta,Bank Transfer,1,61.43,0.0,61.43,61.43,33.7,27.73,2025-04,2025-04-28/2025-05-04,0.45140810678821425
ORD-501406,2025-06-28,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Wholesale,Jakarta,E-Wallet,2,158.85,0.05,317.7,301.82,220.54,81.28,2025-06,2025-06-23/2025-06-29,0.26929958253263536
ORD-501407,2025-08-01,SKU-1064,Dumbbell Set,Premium,Sports,Brightline Wholesale,Marketplace,Jakarta,Bank Transfer,1,28.95,0.0,28.95,28.95,16.15,12.8,2025-08,2025-07-28/2025-08-03,0.4421416234887738
ORD-501408,2025-08-14,SKU-1037,Desk Organizer,Standard,Office,Nova Supply Co.,Online,Semarang,E-Wallet,4,24.82,0.15,99.28,84.39,56.32,28.07,2025-08,2025-08-11/2025-08-17,0.3326223486195047
ORD-501409,2025-09-23,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Marketplace,Yogyakarta,E-Wallet,1,8.32,0.05,8.32,7.9,4.59,3.31,2025-09,2025-09-22/2025-09-28,0.4189873417721519
ORD-501410,2025-09-14,SKU-1011,USB-C Hub,Premium,Electronics,Urban Source Ltd.,Online,Medan,Card,1,116.31,0.0,116.31,116.31,63.87,52.44,2025-09,2025-09-08/2025-09-14,0.4508640701573381
ORD-501411,2025-05-23,SKU-1023,Blender,Premium,Home & Kitchen,Urban Source Ltd.,Online,Makassar,E-Wallet,2,72.39,0.0,144.78,144.78,106.4,38.38,2025-05,2025-05-19/2025-05-25,0.2650918635170604
ORD-501412,2025-12-15,SKU-1020,Electric Kettle,Premium,Home & Kitchen,Peak Imports,Marketplace,Medan,Bank Transfer,1,73.42,0.0,73.42,73.42,57.33,16.09,2025-12,2025-12-15/2025-12-21,0.2191500953418687
ORD-501413,2025-03-22,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Online,Jakarta,Card,1,21.51,0.0,21.51,21.51,17.37,4.14,2025-03,2025-03-17/2025-03-23,0.1924686192468619
ORD-501414,2025-02-11,SKU-1021,Electric Kettle,Pro,Home & Kitchen,Aster Distribution,Online,Bandung,Card,1,84.19,0.0,84.19,84.19,57.93,26.26,2025-02,2025-02-10/2025-02-16,0.31191352892267493
ORD-501415,2025-06-24,SKU-1042,Face Cleanser,Premium,Beauty,Peak Imports,Marketplace,Bandung,E-Wallet,1,31.12,0.05,31.12,29.56,25.16,4.4,2025-06,2025-06-23/2025-06-29,0.14884979702300408
ORD-501416,2025-08-25,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Retail Store,Bandung,E-Wallet,1,66.9,0.0,66.9,66.9,46.06,20.84,2025-08,2025-08-25/2025-08-31,0.3115097159940209
ORD-501417,2025-11-24,SKU-1006,Wireless Earbuds,Pro,Electronics,Aster Distribution,Wholesale,Surabaya,Card,1,48.0,0.0,48.0,48.0,31.91,16.09,2025-11,2025-11-24/2025-11-30,0.33520833333333333
ORD-501418,2025-04-30,SKU-1061,Running Belt,Premium,Sports,Aster Distribution,Online,Semarang,E-Wallet,3,76.7,0.0,230.1,230.1,131.13,98.97,2025-04,2025-04-28/2025-05-04,0.4301173402868318
ORD-501419,2025-09-14,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Wholesale,Semarang,Card,1,158.85,0.0,158.85,158.85,110.27,48.58,2025-09,2025-09-08/2025-09-14,0.3058231035568146
ORD-501420,2025-04-07,SKU-1011,USB-C Hub,Premium,Electronics,Urban Source Ltd.,Online,Jakarta,Card,1,116.31,0.0,116.31,116.31,63.87,52.44,2025-04,2025-04-07/2025-04-13,0.4508640701573381
ORD-501421,2025-10-31,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Retail Store,Medan,Card,3,158.85,0.0,476.55,476.55,330.81,145.74,2025-10,2025-10-27/2025-11-02,0.30582310355681463
ORD-501422,2025-12-05,SKU-1042,Face Cleanser,Premium,Beauty,Peak Imports,Online,Makassar,Card,1,31.12,0.1,31.12,28.01,25.16,2.85,2025-12,2025-12-01/2025-12-07,0.1017493752231346
ORD-501423,2025-04-08,SKU-1065,Dumbbell Set,Pro,Sports,Urban Source Ltd.,Online,Jakarta,E-Wallet,1,18.33,0.1,18.33,16.5,10.76,5.74,2025-04,2025-04-07/2025-04-13,0.3478787878787879
ORD-501424,2025-09-30,SKU-1041,Face Cleanser,Standard,Beauty,Brightline Wholesale,Retail Store,Bandung,Card,2,40.88,0.1,81.76,73.58,52.16,21.42,2025-09,2025-09-29/2025-10-05,0.29111171513998374
ORD-501425,2025-10-24,SKU-1039,Office Chair,Standard,Office,Nova Supply Co.,Online,Medan,Card,1,42.18,0.05,42.18,40.07,24.47,15.6,2025-10,2025-10-20/2025-10-26,0.38931869228849514
ORD-501426,2025-11-20,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Retail Store,Jakarta,E-Wallet,1,30.37,0.0,30.37,30.37,19.3,11.07,2025-11,2025-11-17/2025-11-23,0.3645044451761607
ORD-501427,2025-03-23,SKU-1060,Running Belt,Standard,Sports,Nova Supply Co.,Retail Store,Bandung,E-Wallet,1,84.42,0.2,84.42,67.54,48.15,19.39,2025-03,2025-03-17/2025-03-23,0.2870891323660053
ORD-501428,2025-03-03,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Wholesale,Medan,Card,1,8.32,0.1,8.32,7.49,4.59,2.9,2025-03,2025-03-03/2025-03-09,0.3871829105473965
ORD-501429,2025-09-08,SKU-1059,Water Bottle,Pro,Sports,Brightline Wholesale,Online,Yogyakarta,Bank Transfer,1,21.51,0.0,21.51,21.51,17.37,4.14,2025-09,2025-09-08/2025-09-14,0.1924686192468619
ORD-501430,2025-08-24,SKU-1044,Sunscreen,Premium,Beauty,Nova Supply Co.,Online,Medan,E-Wallet,1,41.08,0.05,41.08,39.03,31.72,7.31,2025-08,2025-08-18/2025-08-24,0.1872918267998975
ORD-501431,2025-04-17,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Marketplace,Medan,E-Wallet,2,30.37,0.1,60.74,54.67,38.6,16.07,2025-04,2025-04-14/2025-04-20,0.2939454911285897
ORD-501432,2025-08-06,SKU-1057,Water Bottle,Standard,Sports,Nova Supply Co.,Marketplace,Bandung,E-Wallet,1,33.1,0.2,33.1,26.48,18.31,8.17,2025-08,2025-08-04/2025-08-10,0.3085347432024169
ORD-501433,2025-05-19,SKU-1046,Moisturizer,Premium,Beauty,Peak Imports,Marketplace,Makassar,E-Wallet,1,8.32,0.0,8.32,8.32,4.59,3.73,2025-05,2025-05-19/2025-05-25,0.44831730769230765
ORD-501434,2025-02-13,SKU-1022,Blender,Standard,Home & Kitchen,Peak Imports,Online,Jakarta,Card,3,94.62,0.0,283.86,283.86,182.31,101.55,2025-02,2025-02-10/2025-02-16,0.3577467765800042
ORD-501435,2025-05-02,SKU-1024,Blender,Pro,Home & Kitchen,Aster Distribution,Online,Yogyakarta,Bank Transfer,1,59.17,0.05,59.17,56.21,44.96,11.25,2025-05,2025-04-28/2025-05-04,0.20014232342999466
ORD-501436,2025-03-06,SKU-1010,USB-C Hub,Standard,Electronics,Peak Imports,Online,Surabaya,Card,1,23.78,0.05,23.78,22.59,18.47,4.12,2025-03,2025-03-03/2025-03-09,0.18238158477202301
ORD-501437,2025-09-26,SKU-1012,USB-C Hub,Pro,Electronics,Nova Supply Co.,Retail Store,Yogyakarta,E-Wallet,3,66.9,0.05,200.7,190.66,138.18,52.48,2025-09,2025-09-22/2025-09-28,0.2752543795237596
ORD-501438,2025-10-10,SKU-1056,Resistance Bands,Pro,Sports,Nova Supply Co.,Online,Surabaya,Card,1,37.19,0.1,37.19,33.47,21.86,11.61,2025-10,2025-10-06/2025-10-12,0.3468778010158351
ORD-501439,2025-01-02,SKU-1063,Dumbbell Set,Standard,Sports,Urban Source Ltd.,Online,Jakarta,E-Wallet,1,37.4,0.1,37.4,33.66,29.68,3.98,2025-01,2024-12-30/2025-01-05,0.11824123588829473
ORD-501440,2025-09-15,SKU-1036,Monitor Stand,Premium,Office,Nova Supply Co.,Online,Medan,E-Wallet,1,158.85,0.0,158.85,158.85,110.27,48.58,2025-09,2025-09-15/2025-09-21,0.3058231035568146
ORD-501441,2025-01-29,SKU-1007,Power Bank,Standard,Electronics,Nova Supply Co.,Online,Makassar,E-Wallet,1,127.25,0.15,127.25,108.16,81.84,26.32,2025-01,2025-01-27/2025-02-02,0.2433431952662722
ORD-501442,2025-01-02,SKU-1053,Yoga Mat,Pro,Sports,Brightline Wholesale,Online,Jakarta,E-Wallet,2,30.37,0.1,60.74,54.67,38.6,16.07,2025-01,2024-12-30/2025-01-05,0.2939454911285897
